Brand,Date,Expiry,Floor,Lease Start,Parent Group,Sales Category,Tcode,Unit,GLA,Rent
Vox Cinema,Oct 2017,4/3/2023,Third Floor,4/4/2013,MAF Ventures,Cinema,t0000838,"L3-031, L4-026  ",6462,134318
Vox Cinema,Oct 2018,4/3/2023,Third Floor,4/4/2013,MAF Ventures,Cinema,t0000838,"L3-031, L4-026  ",6462,139655
Vox Cinema,Sep 2017,4/3/2023,Third Floor,4/4/2013,MAF Ventures,Cinema,t0000838,"L3-031, L4-026  ",6462,134318
Vox Cinema,Sep 2018,4/3/2023,Third Floor,4/4/2013,MAF Ventures,Cinema,t0000838,"L3-031, L4-026  ",6462,139655
HALLAK OPTICIANS,Apr 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7346
HALLAK OPTICIANS,Apr 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7824
HALLAK OPTICIANS,Aug 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,Aug 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7817
HALLAK OPTICIANS,Dec 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,Dec 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7817
HALLAK OPTICIANS,Feb 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,6883
HALLAK OPTICIANS,Feb 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,Jan 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,6883
HALLAK OPTICIANS,Jan 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,Jul 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7332
HALLAK OPTICIANS,Jul 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7810
HALLAK OPTICIANS,Jun 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,Jun 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7817
HALLAK OPTICIANS,Mar 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,6883
HALLAK OPTICIANS,Mar 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,May 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,May 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7817
HALLAK OPTICIANS,Nov 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,Nov 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7817
HALLAK OPTICIANS,Oct 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,Oct 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7817
HALLAK OPTICIANS,Sep 2017,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7339
HALLAK OPTICIANS,Sep 2018,4/3/2022,First Floor,4/4/2019,Others,Optometrist & Sun Glasses,t0000779,L1-074A,59,7817
Magrabi Optical,Apr 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14288
Magrabi Optical,Apr 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,15304
Magrabi Optical,Aug 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,Aug 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,15285
Magrabi Optical,Dec 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,Dec 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,15285
Magrabi Optical,Feb 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,13300
Magrabi Optical,Feb 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,Jan 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,13300
Magrabi Optical,Jan 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,Jul 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14249
Magrabi Optical,Jul 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,15265
Magrabi Optical,Jun 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,Jun 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,15285
Magrabi Optical,Mar 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,13300
Magrabi Optical,Mar 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,May 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,May 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,15285
Magrabi Optical,Nov 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,Nov 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,15285
Magrabi Optical,Oct 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,Oct 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,15285
Magrabi Optical,Sep 2017,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,14268
Magrabi Optical,Sep 2018,7/3/2019,First Floor,7/3/2019,Magrabi Optical,Optometrist & Sun Glasses,t0000770,L1-101,114,15285
Bath & Body Works,Apr 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,14296
Bath & Body Works,Apr 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16054
Bath & Body Works,Aug 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,Aug 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16833
Bath & Body Works,Dec 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,Dec 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16833
Bath & Body Works,Feb 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,14250
Bath & Body Works,Feb 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,Jan 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,14250
Bath & Body Works,Jan 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,Jul 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,15296
Bath & Body Works,Jul 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16844
Bath & Body Works,Jun 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,14250
Bath & Body Works,Jun 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,Mar 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,14250
Bath & Body Works,Mar 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,May 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,14250
Bath & Body Works,May 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,Nov 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,Nov 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16833
Bath & Body Works,Oct 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,Oct 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16833
Bath & Body Works,Sep 2017,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16031
Bath & Body Works,Sep 2018,,Ground Floor,1/11/2020,Al Shaya,Perfumes & Cosmetics,t0068252,L0-019,207,16833
Beauty Concept,Apr 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4099
Beauty Concept,Apr 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4520
Beauty Concept,Aug 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,Aug 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4506
Beauty Concept,Dec 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,Dec 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4506
Beauty Concept,Feb 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,3683
Beauty Concept,Feb 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,Jan 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,3683
Beauty Concept,Jan 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,Jul 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4071
Beauty Concept,Jul 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4492
Beauty Concept,Jun 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,Jun 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4506
Beauty Concept,Mar 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,3683
Beauty Concept,Mar 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,May 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,May 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4506
Beauty Concept,Nov 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,Nov 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4506
Beauty Concept,Oct 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,Oct 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4506
Beauty Concept,Sep 2017,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4085
Beauty Concept,Sep 2018,4/3/2019,First Floor,4/3/2019,Others,Perfumes & Cosmetics,t0000762,L1-048,52,4506
CLARINS,Apr 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,5490
CLARINS,Apr 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,6071
CLARINS,Aug 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,678
CLARINS,Aug 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,6051
CLARINS,Dec 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,5470
CLARINS,Dec 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,6051
CLARINS,Feb 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,4917
CLARINS,Feb 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,5470
CLARINS,Jan 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,4917
CLARINS,Jan 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,5470
CLARINS,Jul 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,18341
CLARINS,Jul 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,6031
CLARINS,Jun 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,5470
CLARINS,Jun 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,6051
CLARINS,Mar 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,4917
CLARINS,Mar 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,5470
CLARINS,May 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,5470
CLARINS,May 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,6051
CLARINS,Nov 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,5470
CLARINS,Nov 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,6051
CLARINS,Oct 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,4875
CLARINS,Oct 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,6051
CLARINS,Sep 2017,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,678
CLARINS,Sep 2018,4/3/2022,Second Floor,4/4/2019,Romance S.A.L.,Perfumes & Cosmetics,t0000710,L2-095A,59,6051
flormar,Apr 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Apr 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Aug 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Aug 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,7048
flormar,Dec 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Dec 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,7048
flormar,Feb 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Feb 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Jan 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Jan 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Jul 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Jul 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,7048
flormar,Jun 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Jun 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,3759
flormar,Mar 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Mar 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,May 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,May 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Nov 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Nov 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,7048
flormar,Oct 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Oct 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,7048
flormar,Sep 2017,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,0
flormar,Sep 2018,6/14/2021,First Floor,6/15/2018,Others,Perfumes & Cosmetics,t0117592,L1-095,48,7048
MAC,Apr 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,7417
MAC,Apr 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8340
MAC,Aug 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,Aug 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8754
MAC,Dec 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,Dec 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8754
MAC,Feb 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,7411
MAC,Feb 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,Jan 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,7411
MAC,Jan 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,Jul 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8241
MAC,Jul 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8755
MAC,Jun 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,7411
MAC,Jun 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,Mar 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,7411
MAC,Mar 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,May 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,7411
MAC,May 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,Nov 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,Nov 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8754
MAC,Oct 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,Oct 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8754
MAC,Sep 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8337
MAC,Sep 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000817,L1-032,80,8754
NYX,Apr 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,7878
NYX,Apr 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8859
NYX,Aug 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,Aug 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,9299
NYX,Dec 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,Dec 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,9299
NYX,Feb 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,7872
NYX,Feb 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,Jan 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,7872
NYX,Jan 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,Jul 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8754
NYX,Jul 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,9300
NYX,Jun 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,7872
NYX,Jun 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,Mar 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,7872
NYX,Mar 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,May 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,7872
NYX,May 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,Nov 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,Nov 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,9299
NYX,Oct 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,Oct 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,9299
NYX,Sep 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,8856
NYX,Sep 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000803,L1-100,102,9299
The Body Shop,Apr 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,4620
The Body Shop,Apr 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5195
The Body Shop,Aug 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5193
The Body Shop,Aug 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5453
The Body Shop,Dec 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5193
The Body Shop,Dec 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5453
The Body Shop,Feb 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,4616
The Body Shop,Feb 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5193
The Body Shop,Jan 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,4616
The Body Shop,Jan 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5193
The Body Shop,Jul 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5134
