Brand,Date,Expiry,Floor,Lease Start,Parent Group,Sales Category,Tcode,Unit,GLA,Rent
RIVER WOODS,Jun 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,Jun 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,12433
RIVER WOODS,Mar 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,10900
RIVER WOODS,Mar 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,May 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,May 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,12433
RIVER WOODS,Nov 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,Nov 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,12433
RIVER WOODS,Oct 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,Oct 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,12433
RIVER WOODS,Sep 2017,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,11648
RIVER WOODS,Sep 2018,1/31/2019,First Floor,1/31/2019,Others,Unisex Fashion,t0000727,L1-086,109,12433
SOCKS,Apr 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,5867
SOCKS,Apr 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,Aug 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,5867
SOCKS,Aug 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,Dec 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6242
SOCKS,Dec 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6680
SOCKS,Feb 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,5867
SOCKS,Feb 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,Jan 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,5867
SOCKS,Jan 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,Jul 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,5867
SOCKS,Jul 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,Jun 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,5909
SOCKS,Jun 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6327
SOCKS,Mar 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,5867
SOCKS,Mar 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,May 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,5867
SOCKS,May 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,Nov 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,Nov 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6723
SOCKS,Oct 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,Oct 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6723
SOCKS,Sep 2017,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6284
SOCKS,Sep 2018,9/16/2019,First Floor,9/16/2019,Fashion Intimates,Unisex Fashion,t0000767,L1-047,44,6723
SPORT E LOISIR,Apr 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Apr 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Aug 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Aug 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Dec 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Dec 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Feb 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,21059
SPORT E LOISIR,Feb 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Jan 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,21059
SPORT E LOISIR,Jan 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Jul 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Jul 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Jun 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Jun 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Mar 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Mar 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,May 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,May 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Nov 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Nov 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Oct 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Oct 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Sep 2017,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
SPORT E LOISIR,Sep 2018,2/10/2017,Ground Floor,2/10/2017,Others,Unisex Fashion,t0000750,,191,0
TED BAKER LONDON,Apr 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,20000
TED BAKER LONDON,Apr 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,21259
TED BAKER LONDON,Aug 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19983
TED BAKER LONDON,Aug 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,21242
TED BAKER LONDON,Dec 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19989
TED BAKER LONDON,Dec 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,26445
TED BAKER LONDON,Feb 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,18783
TED BAKER LONDON,Feb 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19983
TED BAKER LONDON,Jan 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,18783
TED BAKER LONDON,Jan 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19966
TED BAKER LONDON,Jul 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19966
TED BAKER LONDON,Jul 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,21225
TED BAKER LONDON,Jun 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19983
TED BAKER LONDON,Jun 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,21242
TED BAKER LONDON,Mar 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,18783
TED BAKER LONDON,Mar 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19983
TED BAKER LONDON,May 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19983
TED BAKER LONDON,May 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,21242
TED BAKER LONDON,Nov 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19989
TED BAKER LONDON,Nov 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,26445
TED BAKER LONDON,Oct 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19988
TED BAKER LONDON,Oct 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,26447
TED BAKER LONDON,Sep 2017,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,19983
TED BAKER LONDON,Sep 2018,12/31/2018,Second Floor,12/31/2018,Others,Unisex Fashion,t0000826,L2-068,196,26461
TOM TAILOR,Apr 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Apr 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,Aug 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Aug 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,Dec 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Dec 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,Feb 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Feb 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,Jan 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,19056
TOM TAILOR,Jan 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Jul 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Jul 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,Jun 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Jun 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,Mar 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Mar 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,May 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,May 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,Nov 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Nov 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,Oct 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Oct 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
TOM TAILOR,Sep 2017,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,17917
TOM TAILOR,Sep 2018,1/31/2022,Ground Floor,2/1/2019,Others,Unisex Fashion,t0000688,L0-087,172,18089
Tommy Hilfiger,Apr 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15197
Tommy Hilfiger,Apr 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,16218
Tommy Hilfiger,Aug 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,Aug 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,16201
Tommy Hilfiger,Dec 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,Dec 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,16201
Tommy Hilfiger,Feb 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,14208
Tommy Hilfiger,Feb 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,Jan 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,14208
Tommy Hilfiger,Jan 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,Jul 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15163
Tommy Hilfiger,Jul 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,16184
Tommy Hilfiger,Jun 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,Jun 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,16201
Tommy Hilfiger,Mar 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,14208
Tommy Hilfiger,Mar 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,May 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,May 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,16201
Tommy Hilfiger,Nov 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,Nov 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,16201
Tommy Hilfiger,Oct 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,Oct 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,16201
Tommy Hilfiger,Sep 2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,15180
Tommy Hilfiger,Sep 2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000776,L2-052,155,16201
Top Shop,Apr 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Apr 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,25083
Top Shop,Aug 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Aug 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,25083
Top Shop,Dec 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Dec 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,25083
Top Shop,Feb 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,34366
Top Shop,Feb 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Jan 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,34366
Top Shop,Jan 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Jul 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Jul 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,25083
Top Shop,Jun 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Jun 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,25083
Top Shop,Mar 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,34366
Top Shop,Mar 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,May 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,May 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,25083
Top Shop,Nov 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Nov 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,25083
Top Shop,Oct 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Oct 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,25083
Top Shop,Sep 2017,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,35844
Top Shop,Sep 2018,2/28/2019,First Floor,2/28/2019,Al Shaya,Unisex Fashion,t0000820,L1-038,602,25083
TRUE RELIGION BRAND JEANS And DIESEL,Apr 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,24387
TRUE RELIGION BRAND JEANS And DIESEL,Apr 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,Aug 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,24453
TRUE RELIGION BRAND JEANS And DIESEL,Aug 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,Dec 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,24453
TRUE RELIGION BRAND JEANS And DIESEL,Dec 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,Feb 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,22419
TRUE RELIGION BRAND JEANS And DIESEL,Feb 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,Jan 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,22419
TRUE RELIGION BRAND JEANS And DIESEL,Jan 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,444
TRUE RELIGION BRAND JEANS And DIESEL,Jul 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,24453
TRUE RELIGION BRAND JEANS And DIESEL,Jul 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,Jun 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,24453
TRUE RELIGION BRAND JEANS And DIESEL,Jun 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,Mar 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,22419
TRUE RELIGION BRAND JEANS And DIESEL,Mar 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,May 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,24453
TRUE RELIGION BRAND JEANS And DIESEL,May 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,Nov 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,24453
TRUE RELIGION BRAND JEANS And DIESEL,Nov 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,Oct 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,24453
TRUE RELIGION BRAND JEANS And DIESEL,Oct 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
TRUE RELIGION BRAND JEANS And DIESEL,Sep 2017,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,24453
TRUE RELIGION BRAND JEANS And DIESEL,Sep 2018,12/31/2017,First Floor,12/31/2017,Aishti,Unisex Fashion,t0000788,,317,0
U.S. Polo ASSN,Apr 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20300
U.S. Polo ASSN,Apr 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,21569
U.S. Polo ASSN,Aug 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,Aug 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,21553
U.S. Polo ASSN,Dec 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,Dec 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,21553
U.S. Polo ASSN,Feb 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,19075
U.S. Polo ASSN,Feb 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,Jan 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,19075
U.S. Polo ASSN,Jan 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,Jul 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20267
U.S. Polo ASSN,Jul 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,21536
U.S. Polo ASSN,Jun 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,Jun 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,21553
U.S. Polo ASSN,Mar 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,19075
U.S. Polo ASSN,Mar 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,May 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,May 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,21553
U.S. Polo ASSN,Nov 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,Nov 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,21553
U.S. Polo ASSN,Oct 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,Oct 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,21553
U.S. Polo ASSN,Sep 2017,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,20283
U.S. Polo ASSN,Sep 2018,4/3/2022,Ground Floor,4/4/2019,Others,Unisex Fashion,t0000717,L0-017,218,21553
UNITED COLORS OF BENETTON,Apr 2017,4/3/2020,Ground Floor,4/3/2020,Others,Unisex Fashion,t0000685,L0-026,254,24009
UNITED COLORS OF BENETTON,Apr 2018,4/3/2020,Ground Floor,4/3/2020,Others,Unisex Fashion,t0000685,L0-026,254,27415
UNITED COLORS OF BENETTON,Aug 2017,4/3/2020,Ground Floor,4/3/2020,Others,Unisex Fashion,t0000685,L0-026,254,23768
UNITED COLORS OF BENETTON,Aug 2018,4/3/2020,Ground Floor,4/3/2020,Others,Unisex Fashion,t0000685,L0-026,254,27607
UNITED COLORS OF BENETTON,Dec 2017,4/3/2020,Ground Floor,4/3/2020,Others,Unisex Fashion,t0000685,L0-026,254,23768
UNITED COLORS OF BENETTON,Dec 2018,4/3/2020,Ground Floor,4/3/2020,Others,Unisex Fashion,t0000685,L0-026,254,27607
UNITED COLORS OF BENETTON,Feb 2017,4/3/2020,Ground Floor,4/3/2020,Others,Unisex Fashion,t0000685,L0-026,254,24342
UNITED COLORS OF BENETTON,Feb 2018,4/3/2020,Ground Floor,4/3/2020,Others,Unisex Fashion,t0000685,L0-026,254,23768
UNITED COLORS OF BENETTON,Jan 2017,4/3/2020,Ground Floor,4/3/2020,Others,Unisex Fashion,t0000685,L0-026,254,24342
